Year,Round,EventName,DriverAbbr,DriverNumber,TeamName,GridPosition,Position,ClassifiedLaps,TotalRaceLaps,Status,Points,internal_overtakes,external_overtakes,competitive_threats,competitive_opportunities,season_phase,tournament_criticality,is_mathematically_locked_out,is_mathematically_safe,quali_gap_seconds,within_team_pts_gap_before,is_leading_teammate,driver_ct,driver_co,driver_pts_gap_to_p1,times_overtaken_total,driver_experience,sc_lap_fraction,vsc_lap_fraction,CircuitType_street,CircuitLength_km,DRS_Zones,IsSprintWeekend,IsRainy,RainyLapFraction,AirTemp_mean,TrackTemp_mean,Humidity_mean,WindSpeed_mean
2021,12,Belgian Grand Prix,NOR,4,McLaren,15,14,3,39,Finished,0,0,0,6,2,0.5454545454545454,0.8888888888888888,0,0,0,63,1,17,2,80,0,49,0,0.3333333333333333,0,7.004,2,0,TRUE,0.8414,13.012,15.259,96.436,0.511
2021,12,Belgian Grand Prix,TSU,22,AlphaTauri,16,15,3,39,Finished,0,0,0,4,5,0.5454545454545454,1,0,0,0.41499999999999204,-32,0,6,12,175,0,11,0,0.3333333333333333,0,7.004,2,0,TRUE,0.8414,13.012,15.259,96.436,0.511
2021,12,Belgian Grand Prix,MSC,47,Haas F1 Team,17,16,3,39,Finished,0,0,0,0,9,0.5454545454545454,1,0,1,7.947999999999993,0,0,0,18,193,0,11,0,0.3333333333333333,0,7.004,2,0,TRUE,0.8414,13.012,15.259,96.436,0.511
2021,12,Belgian Grand Prix,MAZ,9,Haas F1 Team,18,17,3,39,Finished,0,0,0,0,9,0.5454545454545454,1,0,1,7.947999999999993,0,0,0,18,193,0,11,0,0.3333333333333333,0,7.004,2,0,TRUE,0.8414,13.012,15.259,96.436,0.511
2021,12,Belgian Grand Prix,RAI,7,Alfa Romeo Racing,0,18,3,39,Finished,0,0,0,1,8,0.5454545454545454,1,0,0,6.280999999999992,1,1,3,16,191,0,70,0,0.3333333333333333,0,7.004,2,0,TRUE,0.8414,13.012,15.259,96.436,0.511
2021,12,Belgian Grand Prix,PER,11,Red Bull Racing,0,19,3,39,Finished,0,0,0,8,1,0.5454545454545454,1,0,0,0.5339999999999918,-80,0,15,4,89,0,68,0,0.3333333333333333,0,7.004,2,0,TRUE,0.8414,13.012,15.259,96.436,0.511
2021,12,Belgian Grand Prix,STR,18,Aston Martin,19,20,3,39,Finished,0,0,0,3,6,0.5454545454545454,1,0,0,0.7889999999999873,-12,0,6,12,175,0,69,0,0.3333333333333333,0,7.004,2,0,TRUE,0.8414,13.012,15.259,96.436,0.511
2021,13,Dutch Grand Prix,VER,33,Red Bull Racing,1,1,72,72,Finished,25,0,1,8,1,0.5909090909090909,1,0,0,0,92.5,1,18,1,4,0,71,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,HAM,44,Mercedes,2,2,72,72,Finished,19,0,0,9,0,0.5909090909090909,1,1,0,0.0379999999999967,93.5,1,19,0,0,0,70,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,BOT,77,Mercedes,3,3,72,72,Finished,15,0,0,9,0,0.5909090909090909,1,1,0,0.0379999999999967,-93.5,0,16,3,93.5,1,71,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,GAS,10,AlphaTauri,4,4,71,72,+1 Lap,12,0,1,4,5,0.5909090909090909,1,0,0,0.5929999999999893,36,1,11,8,146.5,0,71,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,LEC,16,Ferrari,5,5,71,72,+1 Lap,10,0,0,6,3,0.5909090909090909,1,0,0,0.5519999999999925,-1.5,0,13,6,118.5,0,71,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,ALO,14,Alpine,9,6,71,72,+1 Lap,8,0,1,5,4,0.5909090909090909,1,0,0,1.0339999999999918,-4,0,9,10,162.5,1,33,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,SAI,55,Ferrari,6,7,71,72,+1 Lap,6,0,0,6,3,0.5909090909090909,1,0,0,0.5519999999999925,1.5,1,14,5,117,1,71,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,PER,11,Red Bull Racing,0,8,71,72,+1 Lap,4,0,7,8,1,0.5909090909090909,1,0,0,0,-92.5,0,15,4,96.5,0,69,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,OCO,31,Alpine,8,9,71,72,+1 Lap,2,0,0,5,4,0.5909090909090909,1,0,0,1.0339999999999918,4,1,10,9,158.5,1,50,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,NOR,4,McLaren,13,10,71,72,+1 Lap,1,1,0,7,2,0.5909090909090909,1,0,0,0.9799999999999898,57,1,17,2,87.5,1,50,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,RIC,3,McLaren,10,11,71,72,+1 Lap,0,0,0,7,2,0.5909090909090909,1,0,0,0.9799999999999898,-57,0,12,7,144.5,2,71,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,STR,18,Aston Martin,12,12,70,72,+2 Laps,0,0,1,3,6,0.5909090909090909,1,0,0,1.4819999999999993,-17,0,6,12,182.5,0,70,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,VET,5,Aston Martin,15,13,70,72,+2 Laps,0,0,4,3,6,0.5909090909090909,1,0,0,1.4819999999999993,17,1,8,11,165.5,2,71,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,GIO,99,Alfa Romeo Racing,7,14,70,72,+2 Laps,0,1,1,1,8,0.5909090909090909,1,0,0,0.7049999999999983,1,1,3,16,199.5,1,50,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,KUB,88,Alfa Romeo Racing,16,15,70,72,+2 Laps,0,0,1,1,8,0.5909090909090909,1,0,0,0.7049999999999983,-1,0,0,17,200.5,6,21,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,LAT,6,Williams,0,16,70,72,+2 Laps,0,0,3,2,7,0.5909090909090909,1,0,0,1.2079999999999984,-6,0,4,15,193.5,4,29,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,RUS,63,Williams,11,17,69,72,Gearbox,0,0,1,2,7,0.5909090909090909,1,0,0,1.2079999999999984,6,1,5,14,187.5,0,50,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,MSC,47,Haas F1 Team,17,18,69,72,+3 Laps,0,0,0,0,9,0.5909090909090909,1,0,1,2.5019999999999953,0,0,0,17,200.5,0,12,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,TSU,22,AlphaTauri,14,19,48,72,Power Unit,0,0,2,4,5,0.5909090909090909,1,0,0,0.5929999999999893,-36,0,6,12,182.5,1,12,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,13,Dutch Grand Prix,MAZ,9,Haas F1 Team,18,20,41,72,Hydraulics,0,0,0,0,9,0.5909090909090909,1,0,1,2.5019999999999953,0,0,0,17,200.5,4,12,0,0,0,4.259,2,0,FALSE,0,21.504,36.106,54.108,0.442
2021,14,Italian Grand Prix,RIC,3,McLaren,2,1,53,53,Finished,26,0,1,6,3,0.6363636363636364,1,0,0,0.4339999999999975,-58,0,11,8,165.5,0,72,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,NOR,4,McLaren,3,2,53,53,Finished,18,0,1,6,3,0.6363636363636364,1,0,0,0.4339999999999975,58,1,16,3,107.5,0,51,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,BOT,77,Mercedes,19,3,53,53,Finished,15,0,10,9,0,0.6363636363636364,1,1,0,0,-97.5,0,17,2,99.5,0,72,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,LEC,16,Ferrari,5,4,53,53,Finished,12,0,0,7,2,0.6363636363636364,1,0,0,0.9069999999999965,2.5,1,14,5,129.5,3,72,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,PER,11,Red Bull Racing,8,5,53,53,Finished,10,0,2,8,1,0.6363636363636364,1,0,0,0.41099999999998715,-113.5,0,15,4,113.5,0,70,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,SAI,55,Ferrari,6,6,53,53,Finished,8,0,0,7,2,0.6363636363636364,1,0,0,0.9069999999999965,-2.5,0,13,6,132,3,72,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,STR,18,Aston Martin,9,7,53,53,Finished,6,0,0,3,6,0.6363636363636364,1,0,0,1.3579999999999899,-17,0,6,12,203.5,1,71,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,ALO,14,Alpine,10,8,53,53,Finished,4,0,0,5,4,0.6363636363636364,1,0,0,1.5139999999999958,2,1,10,9,175.5,1,34,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,RUS,63,Williams,14,9,53,53,Finished,2,0,0,2,7,0.6363636363636364,1,0,0,1.836999999999989,6,1,5,13,208.5,1,51,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,OCO,31,Alpine,12,10,53,53,Finished,1,0,1,5,4,0.6363636363636364,1,0,0,1.5139999999999958,-2,0,9,10,177.5,2,51,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,LAT,6,Williams,13,11,53,53,Finished,0,0,1,2,7,0.6363636363636364,1,0,0,1.836999999999989,-6,0,4,13,214.5,2,30,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,VET,5,Aston Martin,11,12,53,53,Finished,0,0,1,3,6,0.6363636363636364,1,0,0,1.3579999999999899,17,1,8,11,186.5,1,72,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,GIO,99,Alfa Romeo Racing,7,13,53,53,Finished,0,1,1,1,8,0.6363636363636364,1,0,0,1.1709999999999923,1,1,3,14,220.5,0,51,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,KUB,88,Alfa Romeo Racing,17,14,53,53,Finished,0,0,0,1,8,0.6363636363636364,1,0,0,1.1709999999999923,-1,0,0,15,221.5,3,22,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,MSC,47,Haas F1 Team,18,15,53,53,Finished,0,0,0,0,9,0.6363636363636364,1,0,1,2.692999999999998,0,0,0,15,221.5,3,13,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,MAZ,9,Haas F1 Team,16,16,42,53,Power Unit,0,1,0,0,9,0.6363636363636364,1,0,1,2.692999999999998,0,0,0,15,221.5,0,13,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,HAM,44,Mercedes,4,17,25,53,Collision,0,0,0,9,0,0.6363636363636364,1,1,0,0,97.5,1,13,1,2,0,71,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,VER,33,Red Bull Racing,1,18,26,53,Collision,0,0,0,8,1,0.6363636363636364,1,0,0,0.41099999999998715,113.5,1,13,0,0,0,72,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,GAS,10,AlphaTauri,0,19,3,53,Suspension,0,0,0,4,5,0.6363636363636364,1,0,0,0.7049999999999983,48,1,12,7,155.5,0,72,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,14,Italian Grand Prix,TSU,22,AlphaTauri,0,20,1,53,Brakes,0,0,0,4,5,0.6363636363636364,1,0,0,0.7049999999999983,-48,0,6,12,203.5,0,13,0.12307692307692308,0,0,5.793,2,1,FALSE,0,28.885,43.528,33.276,0.343
2021,15,Russian Grand Prix,HAM,44,Mercedes,4,1,53,53,Finished,25,0,4,6,0,0.6818181818181818,0.6666666666666666,1,0,2.057000000000002,82.5,1,9,1,2,0,72,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,VER,33,Red Bull Racing,20,2,53,53,Finished,18,0,7,5,1,0.6818181818181818,0.6666666666666666,0,0,3.3440000000000083,103.5,1,10,0,0,0,73,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,SAI,55,Ferrari,2,3,53,53,Finished,15,0,1,6,3,0.6818181818181818,1,0,0,0.5170000000000101,-6.5,0,13,6,124,3,73,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,RIC,3,McLaren,5,4,53,53,Finished,12,0,2,7,2,0.6818181818181818,1,0,0,0,-50,0,12,7,139.5,2,73,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,BOT,77,Mercedes,16,5,53,53,Finished,10,0,2,6,0,0.6818181818181818,0.6666666666666666,1,0,2.057000000000002,-82.5,0,17,2,84.5,2,73,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,ALO,14,Alpine,6,6,53,53,Finished,8,0,2,5,4,0.6818181818181818,1,0,0,2.2109999999999985,5,1,10,9,171.5,2,35,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,NOR,4,McLaren,1,7,53,53,Finished,7,0,2,7,2,0.6818181818181818,1,0,0,0,50,1,16,3,89.5,0,52,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,RAI,7,Alfa Romeo Racing,13,8,53,53,Finished,4,1,1,1,6,0.6818181818181818,0.7777777777777778,0,0,7.5930000000000035,1,1,3,14,219.5,2,71,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,PER,11,Red Bull Racing,8,9,53,53,Finished,2,0,3,5,1,0.6818181818181818,0.6666666666666666,0,0,3.3440000000000083,-103.5,0,15,4,103.5,1,71,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,RUS,63,Williams,3,10,53,53,Finished,1,0,0,2,5,0.6818181818181818,0.7777777777777778,0,0,0.9900000000000091,8,1,5,12,206.5,4,52,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,STR,18,Aston Martin,7,11,53,53,Finished,0,0,0,3,6,0.6818181818181818,1,0,0,2.963000000000008,-11,0,7,10,197.5,5,72,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,VET,5,Aston Martin,10,12,52,53,+1 Lap,0,1,4,3,6,0.6818181818181818,1,0,0,2.963000000000008,11,1,8,9,186.5,3,73,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,GAS,10,AlphaTauri,11,13,52,53,+1 Lap,0,0,2,4,5,0.6818181818181818,1,0,0,4.64800000000001,48,1,11,8,155.5,2,73,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,OCO,31,Alpine,9,14,52,53,+1 Lap,0,0,1,5,4,0.6818181818181818,1,0,0,2.2109999999999985,-5,0,9,10,176.5,3,52,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,LEC,16,Ferrari,19,15,52,53,+1 Lap,0,0,6,6,3,0.6818181818181818,1,0,0,0.5170000000000101,6.5,1,14,5,117.5,2,73,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,GIO,99,Alfa Romeo Racing,17,16,52,53,+1 Lap,0,0,3,1,6,0.6818181818181818,0.7777777777777778,0,0,7.5930000000000035,-1,0,2,15,220.5,4,52,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,TSU,22,AlphaTauri,12,17,52,53,+1 Lap,0,0,2,4,5,0.6818181818181818,1,0,0,4.64800000000001,-48,0,6,11,203.5,0,14,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,MAZ,9,Haas F1 Team,15,18,51,53,+2 Laps,0,0,0,0,7,0.6818181818181818,0.7777777777777778,0,1,7.837000000000003,0,0,0,16,221.5,6,14,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,LAT,6,Williams,18,19,47,53,Accident,0,0,0,2,5,0.6818181818181818,0.7777777777777778,0,0,0.9900000000000091,-8,0,4,13,214.5,2,31,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,15,Russian Grand Prix,MSC,47,Haas F1 Team,14,20,32,53,Oil leak,0,1,0,0,7,0.6818181818181818,0.7777777777777778,0,1,7.837000000000003,0,0,0,16,221.5,2,14,0,0,1,5.848,2,0,TRUE,0.1013,19.139,21.757,61.947,0.291
2021,16,Turkish Grand Prix,BOT,77,Mercedes,1,1,58,58,Finished,26,0,0,3,0,0.7272727272727273,0.3333333333333333,1,0,0,-97.5,0,17,2,97.5,0,74,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,VER,33,Red Bull Racing,2,2,58,58,Finished,18,0,0,3,1,0.7272727272727273,0.4444444444444444,0,0,0.32800000000000296,119.5,1,6,1,5,0,74,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,PER,11,Red Bull Racing,6,3,58,58,Finished,15,0,2,3,1,0.7272727272727273,0.4444444444444444,0,0,0.32800000000000296,-119.5,0,15,4,124.5,1,72,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,LEC,16,Ferrari,3,4,58,58,Finished,12,0,0,6,3,0.7272727272727273,1,0,0,0.39700000000000557,-8.5,0,13,6,140.5,1,74,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,HAM,44,Mercedes,11,5,58,58,Finished,10,0,5,3,0,0.7272727272727273,0.3333333333333333,1,0,0,97.5,1,7,0,0,1,73,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,GAS,10,AlphaTauri,4,6,58,58,Finished,8,0,0,4,3,0.7272727272727273,0.7777777777777778,0,0,0.4579999999999984,48,1,11,6,178.5,1,74,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,NOR,4,McLaren,7,7,58,58,Finished,6,0,0,7,2,0.7272727272727273,1,0,0,1.0859999999999985,45,1,16,3,105.5,1,53,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,SAI,55,Ferrari,19,8,58,58,Finished,4,0,9,6,3,0.7272727272727273,1,0,0,0.39700000000000557,8.5,1,14,5,132,0,74,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,STR,18,Aston Martin,8,9,58,58,Finished,2,0,1,3,4,0.7272727272727273,0.7777777777777778,0,0,1.4370000000000118,-11,0,7,10,220.5,1,73,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,OCO,31,Alpine,12,10,57,58,+1 Lap,1,0,1,5,3,0.7272727272727273,0.8888888888888888,0,0,0.6090000000000089,-13,0,9,8,199.5,3,53,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,GIO,99,Alfa Romeo Racing,16,11,57,58,+1 Lap,0,0,2,1,6,0.7272727272727273,0.7777777777777778,0,0,3.562000000000012,-5,0,2,15,243.5,1,53,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,RAI,7,Alfa Romeo Racing,17,12,57,58,+1 Lap,0,0,1,1,6,0.7272727272727273,0.7777777777777778,0,0,3.562000000000012,5,1,3,14,238.5,1,72,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,RIC,3,McLaren,20,13,57,58,+1 Lap,0,0,3,7,2,0.7272727272727273,1,0,0,1.0859999999999985,-45,0,12,7,150.5,2,74,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,TSU,22,AlphaTauri,9,14,57,58,+1 Lap,0,0,0,4,3,0.7272727272727273,0.7777777777777778,0,0,0.4579999999999984,-48,0,6,11,226.5,5,15,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,RUS,63,Williams,13,15,57,58,+1 Lap,0,0,0,2,5,0.7272727272727273,0.7777777777777778,0,0,2.13900000000001,9,1,5,12,228.5,1,53,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,ALO,14,Alpine,5,16,57,58,+1 Lap,0,0,1,5,3,0.7272727272727273,0.8888888888888888,0,0,0.6090000000000089,13,1,10,7,186.5,2,36,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,LAT,6,Williams,15,17,57,58,+1 Lap,0,0,2,2,5,0.7272727272727273,0.7777777777777778,0,0,2.13900000000001,-9,0,4,13,237.5,1,32,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,VET,5,Aston Martin,10,18,57,58,+1 Lap,0,0,1,3,4,0.7272727272727273,0.7777777777777778,0,0,1.4370000000000118,11,1,8,9,209.5,1,74,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,MSC,47,Haas F1 Team,14,19,56,58,+2 Laps,0,0,0,0,7,0.7272727272727273,0.7777777777777778,0,1,2.332000000000008,0,0,0,16,244.5,5,15,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,16,Turkish Grand Prix,MAZ,9,Haas F1 Team,18,20,56,58,+2 Laps,0,1,0,0,7,0.7272727272727273,0.7777777777777778,0,1,2.332000000000008,0,0,0,16,244.5,1,15,0,0,0,5.338,1,0,FALSE,0,15.825,18.181,93.525,0.487
2021,17,United States Grand Prix,VER,33,Red Bull Racing,1,1,56,56,Finished,25,0,0,2,1,0.7727272727272727,0.3333333333333333,0,0,0,122.5,1,4,0,0,0,75,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,HAM,44,Mercedes,2,2,56,56,Finished,19,0,0,3,0,0.7727272727272727,0.3333333333333333,1,0,0.20900000000000318,81.5,1,3,1,3,0,74,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,PER,11,Red Bull Racing,3,3,56,56,Finished,15,0,0,2,1,0.7727272727272727,0.3333333333333333,0,0,0,-122.5,0,12,4,122.5,0,73,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,LEC,16,Ferrari,4,4,56,56,Finished,12,0,0,4,3,0.7727272727272727,0.7777777777777778,0,0,0.695999999999998,-0.5,0,13,4,141.5,0,75,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,RIC,3,McLaren,6,5,56,56,Finished,10,0,0,5,2,0.7727272727272727,0.7777777777777778,0,0,0.8980000000000103,-51,0,12,5,163.5,0,75,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,BOT,77,Mercedes,9,6,56,56,Finished,8,0,2,3,0,0.7727272727272727,0.3333333333333333,1,0,0.20900000000000318,-81.5,0,8,2,84.5,1,75,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,SAI,55,Ferrari,5,7,56,56,Finished,6,0,0,4,3,0.7727272727272727,0.7777777777777778,0,0,0.695999999999998,0.5,1,14,3,141,1,75,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,NOR,4,McLaren,7,8,56,56,Finished,4,0,1,5,2,0.7727272727272727,0.7777777777777778,0,0,0.8980000000000103,51,1,11,3,112.5,0,54,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,TSU,22,AlphaTauri,10,9,55,56,+1 Lap,2,0,0,4,3,0.7727272727272727,0.7777777777777778,0,0,1.2079999999999984,-56,0,6,10,239.5,1,16,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,VET,5,Aston Martin,18,10,55,56,+1 Lap,1,0,3,3,4,0.7727272727272727,0.7777777777777778,0,0,2.3710000000000093,9,1,8,8,222.5,1,75,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,GIO,99,Alfa Romeo Racing,12,11,55,56,+1 Lap,0,1,1,1,4,0.7727272727272727,0.5555555555555556,0,0,2.8840000000000003,-5,0,2,12,256.5,4,54,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,STR,18,Aston Martin,13,12,55,56,+1 Lap,0,0,3,3,4,0.7727272727272727,0.7777777777777778,0,0,2.3710000000000093,-9,0,7,9,231.5,0,74,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,RAI,7,Alfa Romeo Racing,15,13,55,56,+1 Lap,0,1,1,1,4,0.7727272727272727,0.5555555555555556,0,0,2.8840000000000003,5,1,3,12,251.5,3,73,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,RUS,63,Williams,20,14,55,56,+1 Lap,0,0,0,2,5,0.7727272727272727,0.7777777777777778,0,0,2.8200000000000074,9,1,5,11,241.5,2,54,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
2021,17,United States Grand Prix,LAT,6,Williams,14,15,55,56,+1 Lap,0,0,1,2,5,0.7727272727272727,0.7777777777777778,0,0,2.8200000000000074,-9,0,4,11,250.5,0,33,0,0,0,5.513,2,0,FALSE,0,28.148,37.471,61.193,0.854
